"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","search6",,,,"User:","a57816"
"Cmdline:","dstat -tvfnml --output __.csv",,,,"Date:","22 Feb 2016 19:55:37 WET"

"system","procs",,,"memory usage",,,,"paging",,"dsk/sda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"net/eth1",,"memory usage",,,,"load avg",,
22-02 19:59:59,1.0,0.0,0.0,1321480192.0,21598208.0,2279419904.0,532172800.0,0.0,0.0,0.0,0.0,2147.0,3217.0,3.125,1.042,94.792,0.0,1.042,0.0,12710.0,43408.0,911394.0,29182.0,1321480192.0,21598208.0,2279419904.0,532172800.0,0.190,0.270,0.370
22-02 20:00:00,1.0,0.0,0.0,1321345024.0,21598208.0,2280308736.0,531419136.0,0.0,0.0,0.0,12288.0,2007.0,3123.0,3.158,1.053,95.789,0.0,0.0,0.0,2237.0,4804.0,917726.0,27208.0,1321345024.0,21598208.0,2280308736.0,531419136.0,0.190,0.270,0.370
22-02 20:00:01,2.0,0.0,0.0,1321443328.0,21598208.0,2281226240.0,530403328.0,0.0,0.0,0.0,0.0,2230.0,7201.0,13.402,13.402,70.103,1.031,0.0,2.062,4084.0,6119.0,969852.0,30498.0,1321443328.0,21598208.0,2281226240.0,530403328.0,0.190,0.270,0.370
22-02 20:00:02,1.0,0.0,16.0,1325883392.0,21639168.0,2282364928.0,524783616.0,0.0,0.0,73728.0,327680.0,2377.0,3517.0,7.292,11.458,61.458,17.708,0.0,2.083,31933.0,32478.0,947122.0,30984.0,1325883392.0,21639168.0,2282364928.0,524783616.0,0.180,0.270,0.370
22-02 20:00:03,2.0,0.0,0.0,1325780992.0,21639168.0,2283229184.0,524021760.0,0.0,0.0,0.0,0.0,1952.0,3104.0,3.125,1.042,95.833,0.0,0.0,0.0,7683.0,8554.0,871418.0,23614.0,1325780992.0,21639168.0,2283229184.0,524021760.0,0.180,0.270,0.370
22-02 20:00:04,1.0,0.0,1.0,1325785088.0,21639168.0,2284113920.0,523132928.0,0.0,0.0,0.0,0.0,2066.0,3125.0,2.083,1.042,94.792,0.0,1.042,1.042,11117.0,25228.0,929752.0,28592.0,1325785088.0,21639168.0,2284113920.0,523132928.0,0.180,0.270,0.370
22-02 20:00:05,0.0,0.0,0.0,1325789184.0,21639168.0,2284998656.0,522244096.0,0.0,0.0,0.0,4096.0,1974.0,3076.0,3.125,1.042,95.833,0.0,0.0,0.0,17944.0,8258.0,894472.0,26610.0,1325789184.0,21639168.0,2284998656.0,522244096.0,0.180,0.270,0.370
22-02 20:00:06,1.0,0.0,1.0,1325936640.0,21639168.0,2285740032.0,521355264.0,0.0,0.0,0.0,0.0,2048.0,3063.0,3.125,1.042,95.833,0.0,0.0,0.0,3225.0,10740.0,884622.0,27702.0,1325936640.0,21639168.0,2285740032.0,521355264.0,0.180,0.270,0.370
22-02 20:00:07,1.0,0.0,0.0,1325887488.0,21647360.0,2286542848.0,520593408.0,0.0,0.0,0.0,69632.0,1975.0,2994.0,2.105,1.053,92.632,3.158,0.0,1.053,5786.0,6238.0,863401.0,26455.0,1325887488.0,21647360.0,2286542848.0,520593408.0,0.160,0.260,0.360
22-02 20:00:08,1.0,0.0,0.0,1325035520.0,21655552.0,2287505408.0,520474624.0,0.0,0.0,0.0,16384.0,2038.0,3202.0,3.158,1.053,90.526,5.263,0.0,0.0,7262.0,2921.0,950254.0,27166.0,1325035520.0,21655552.0,2287505408.0,520474624.0,0.160,0.260,0.360
22-02 20:00:09,0.0,0.0,2.0,1325150208.0,21655552.0,2288541696.0,519323648.0,0.0,0.0,0.0,0.0,2253.0,3281.0,4.082,2.041,91.837,1.020,0.0,1.020,8484.0,28108.0,1057172.0,34484.0,1325150208.0,21655552.0,2288541696.0,519323648.0,0.160,0.260,0.360
22-02 20:00:10,1.0,0.0,2.0,1326755840.0,21655552.0,2289483776.0,516775936.0,0.0,0.0,0.0,200704.0,2264.0,3298.0,6.250,2.083,90.625,0.0,1.042,0.0,10949.0,19892.0,1001776.0,33138.0,1326755840.0,21655552.0,2289483776.0,516775936.0,0.160,0.260,0.360
22-02 20:00:11,1.0,0.0,0.0,1326637056.0,21655552.0,2290356224.0,516022272.0,0.0,0.0,0.0,0.0,2034.0,3105.0,3.125,1.042,95.833,0.0,0.0,0.0,3869.0,13543.0,885172.0,29298.0,1326637056.0,21655552.0,2290356224.0,516022272.0,0.160,0.260,0.360
22-02 20:00:12,1.0,0.0,1.0,1327296512.0,21655552.0,2292625408.0,513093632.0,0.0,0.0,1228800.0,0.0,2665.0,3649.0,3.191,2.128,89.362,3.191,0.0,2.128,241075.0,67553.0,834192.0,28598.0,1327296512.0,21655552.0,2292625408.0,513093632.0,0.230,0.280,0.370
22-02 20:00:13,0.0,0.0,0.0,1327685632.0,21663744.0,2306830336.0,498491392.0,0.0,0.0,0.0,40960.0,7540.0,5249.0,39.773,9.091,20.455,19.318,2.273,9.091,10035772.0,36623603.0,805067.0,26408.0,1327685632.0,21663744.0,2306830336.0,498491392.0,0.230,0.280,0.370
.0,0.0,0.0,1321308160.0,21598208.0,2280853504.0,530911232.0,0.0,0.0,0.0,0.0,2037.0,3270.0,4.167,0.0,94.792,0.0,0.0,1.042,2583.0,5903.0,959246.0,27926.0,1321308160.0,21598208.0,2280853504.0,530911232.0,0.190,0.270,0.370
22-02 20:00:01,3.0,1.0,15.0,1327083520.0,21622784.0,2281824256.0,524140544.0,0.0,0.0,73728.0,196608.0,2390.0,7390.0,15.625,22.917,47.917,11.458,0.0,2.083,7317.0,5784.0,971082.0,29702.0,1327005696.0,21626880.0,2281897984.0,524140544.0,0.190,0.270,0.370
22-02 20:00:02,1.0,0.0,1.0,1325846528.0,21639168.0,2282909696.0,524275712.0,0.0,0.0,0.0,131072.0,2122.0,3173.0,5.155,2.062,84.536,7.216,0.0,1.031,32821.0,33120.0,858540.0,28200.0,1325846528.0,21639168.0,2282909696.0,524275712.0,0.180,0.270,0.370
22-02 20:00:03,1.0,0.0,1.0,1325871104.0,21639168.0,2283773952.0,523386880.0,0.0,0.0,0.0,0.0,2053.0,3100.0,3.093,2.062,93.814,0.0,1.031,0.0,8693.0,29306.0,912512.0,27812.0,1325871104.0,21639168.0,2283773952.0,523386880.0,0.180,0.270,0.370
22-02 20:00:04,1.0,0.0,0.0,1325875200.0,21639168.0,2284658688.0,522498048.0,0.0,0.0,0.0,4096.0,2017.0,3128.0,2.105,0.0,96.842,0.0,0.0,1.053,5580.0,4876.0,938718.0,27480.0,1325875200.0,21639168.0,2284658688.0,522498048.0,0.180,0.270,0.370
22-02 20:00:05,1.0,0.0,0.0,1325830144.0,21639168.0,2285465600.0,521736192.0,0.0,0.0,0.0,0.0,2010.0,3059.0,3.158,1.053,95.789,0.0,0.0,0.0,19157.0,10014.0,879744.0,26826.0,1325830144.0,21639168.0,2285465600.0,521736192.0,0.180,0.270,0.370
22-02 20:00:06,2.0,0.0,1.0,1325899776.0,21639168.0,2286284800.0,520847360.0,0.0,0.0,0.0,0.0,1961.0,3024.0,2.062,2.062,94.845,0.0,0.0,1.031,5732.0,10100.0,847488.0,24740.0,1325899776.0,21639168.0,2286284800.0,520847360.0,0.180,0.270,0.370
22-02 20:00:07,1.0,0.0,0.0,1325772800.0,21647360.0,2287165440.0,520085504.0,0.0,0.0,0.0,69632.0,2023.0,3085.0,3.158,1.053,92.632,3.158,0.0,0.0,7291.0,3009.0,888135.0,28143.0,1325772800.0,21647360.0,2287165440.0,520085504.0,0.160,0.260,0.360
22-02 20:00:08,0.0,0.0,1.0,1324830720.0,21655552.0,2287972352.0,520212480.0,0.0,0.0,0.0,16384.0,2025.0,2993.0,3.158,1.053,90.526,5.263,0.0,0.0,3053.0,7506.0,908104.0,29640.0,1324830720.0,21655552.0,2287972352.0,520212480.0,0.160,0.260,0.360
22-02 20:00:09,1.0,0.0,2.0,1326510080.0,21655552.0,2289086464.0,517419008.0,0.0,0.0,0.0,200704.0,2472.0,3742.0,7.071,3.030,86.869,1.010,1.010,1.010,16423.0,35720.0,1178894.0,34686.0,1326510080.0,21655552.0,2289086464.0,517419008.0,0.160,0.260,0.360
22-02 20:00:10,1.0,0.0,1.0,1326583808.0,21655552.0,2290028544.0,516403200.0,0.0,0.0,0.0,0.0,2078.0,3128.0,3.158,1.053,95.789,0.0,0.0,0.0,2816.0,12130.0,944172.0,30960.0,1326583808.0,21655552.0,2290028544.0,516403200.0,0.160,0.260,0.360
22-02 20:00:11,1.0,0.0,0.0,1326678016.0,21655552.0,2290823168.0,515514368.0,0.0,0.0,0.0,0.0,2018.0,3092.0,3.158,1.053,95.789,0.0,0.0,0.0,10497.0,14149.0,839138.0,28498.0,1326678016.0,21655552.0,2290823168.0,515514368.0,0.160,0.260,0.360
22-02 20:00:12,1.0,0.0,1.0,1327767552.0,21655552.0,2305232896.0,500015104.0,0.0,0.0,1228800.0,0.0,5520.0,4621.0,34.409,6.452,40.860,8.602,1.075,8.602,9245765.0,4020117.0,814370.0,26548.0,1327767552.0,21655552.0,2305232896.0,500015104.0,0.230,0.280,0.370
